id,title,organization_id,user_id,status,created_at,step_data,updated_at,industry,industry_maturity,company_stage,strategic_focus,ai_adoption_score_inputs
17,Test Assessment 0013,2,1,completed,2025-06-09 19:13:39.743+00,"{""roles"": {""selectedRoles"": [4], ""prioritizedRoles"": [4], ""selectedDepartments"": []}, ""basics"": {""size"": ""Small (1-50 employees)"", ""goals"": """", ""industry"": ""Software & Technology"", ""reportName"": ""Test Assessment 0013"", ""companyName"": ""Sam's Slice of Heaven"", ""companyStage"": ""Startup"", ""stakeholders"": [""Executive Leadership""], ""industryMaturity"": ""Mature""}, ""scores"": {}, ""adoption"": {""roleAdoption"": {}}, ""techStack"": {""dataQuality"": 5, ""currentSystems"": ""Easy (APIs available, modern systems)"", ""dataAvailability"": [""Difficult (Siloed, requires significant effort)""], ""existingAutomation"": ""Easy (APIs available, modern systems)""}, ""painPoints"": {""generalPainPoints"": """", ""roleSpecificPainPoints"": {}}, ""workVolume"": {""roleWorkVolume"": {""4"": {""volume"": ""low"", ""complexity"": ""low"", ""repetitiveness"": 1}}}, ""aiAdoptionScoreInputs"": {""affectedUserCount"": 500, ""adoptionRateForecast"": 80, ""timeSavingsPerUserHours"": 40, ""toolSprawlReductionScore"": 3, ""costEfficiencyGainsAmount"": 999998, ""performanceImprovementPercentage"": 30}}",2025-06-09 19:13:39.743+00,Software & Technology,Mature,Startup,"{""Revenue Growth""}",
19,Test Assessment 0006,2,1,completed,2025-06-10 03:35:50.798+00,"{""roles"": {""selectedRoles"": [4, 9], ""prioritizedRoles"": [4, 9], ""selectedDepartments"": []}, ""basics"": {""size"": ""Large (501-5000 employees)"", ""goals"": """", ""industry"": ""Software & Technology"", ""reportName"": ""Test Assessment 0006"", ""companyName"": ""Sam's Slice of Heaven"", ""companyStage"": ""Startup"", ""stakeholders"": [""Executive Leadership"", ""Operations""], ""industryMaturity"": ""Mature""}, ""scores"": {}, ""adoption"": {""roleAdoption"": {}}, ""techStack"": {""dataQuality"": 5, ""currentSystems"": ""Easy (APIs available, modern systems)"", ""dataAvailability"": [""Difficult (Siloed, requires significant effort)""], ""existingAutomation"": ""Easy (APIs available, modern systems)""}, ""painPoints"": {""generalPainPoints"": """", ""roleSpecificPainPoints"": {""4"": {""impact"": 2, ""severity"": 3, ""frequency"": 4, ""description"": ""Test""}, ""9"": {""impact"": 4, ""severity"": 2, ""frequency"": 3, ""description"": ""Test""}}}, ""workVolume"": {""roleWorkVolume"": {""4"": {""volume"": ""medium"", ""complexity"": ""high"", ""repetitiveness"": 3}, ""9"": {""volume"": ""high"", ""complexity"": ""high"", ""repetitiveness"": 1}}}, ""aiAdoptionScoreInputs"": {""affectedUserCount"": 50, ""adoptionRateForecast"": 75, ""timeSavingsPerUserHours"": 5, ""toolSprawlReductionScore"": 5, ""costEfficiencyGainsAmount"": 30000, ""performanceImprovementPercentage"": 20}}",2025-06-10 03:35:50.798+00,Software & Technology,Mature,Startup,"{""Revenue Growth""}",
20,Test Assessment 0016,2,1,completed,2025-06-10 04:07:34.167+00,"{""roles"": {""selectedRoles"": [4], ""prioritizedRoles"": [4], ""selectedDepartments"": []}, ""basics"": {""size"": ""Large (501-5000 employees)"", ""goals"": """", ""industry"": ""Software & Technology"", ""reportName"": ""Test Assessment 0016"", ""companyName"": ""Sam's Slice of Heaven"", ""companyStage"": ""Startup"", ""stakeholders"": [""Executive Leadership""], ""industryMaturity"": ""Mature""}, ""scores"": {}, ""adoption"": {""roleAdoption"": {}}, ""techStack"": {""dataQuality"": 5, ""currentSystems"": ""Moderate (Some custom work needed)"", ""dataAvailability"": [""Easy (Well-documented, readily available)""], ""existingAutomation"": ""Moderate (Some custom work needed)""}, ""painPoints"": {""generalPainPoints"": """", ""roleSpecificPainPoints"": {""4"": {""impact"": 5, ""severity"": 3, ""frequency"": 4}}}, ""workVolume"": {""roleWorkVolume"": {""4"": {""volume"": ""medium"", ""complexity"": ""medium"", ""repetitiveness"": 1}}}, ""aiAdoptionScoreInputs"": {""affectedUserCount"": 10, ""adoptionRateForecast"": 50, ""timeSavingsPerUserHours"": 5, ""toolSprawlReductionScore"": 4, ""costEfficiencyGainsAmount"": 40000, ""performanceImprovementPercentage"": 50}}",2025-06-10 04:07:34.167+00,Software & Technology,Mature,Startup,"{""Revenue Growth""}",
21,Test Assessment 0017,2,1,completed,2025-06-10 04:24:02.777+00,"{""roles"": {""selectedRoles"": [6], ""prioritizedRoles"": [6], ""selectedDepartments"": []}, ""basics"": {""size"": ""Medium (51-500 employees)"", ""goals"": """", ""industry"": ""Software & Technology"", ""reportName"": ""Test Assessment 0017"", ""companyName"": ""Sam's Slice of Heaven"", ""companyStage"": ""Startup"", ""stakeholders"": [""Finance"", ""Sales & Marketing""], ""industryMaturity"": ""Mature""}, ""scores"": {}, ""adoption"": {""roleAdoption"": {}}, ""techStack"": {""dataQuality"": 5, ""currentSystems"": ""Moderate (Some custom work needed)"", ""dataAvailability"": [""Easy (Well-documented, readily available)""], ""existingAutomation"": ""Moderate (Some custom work needed)""}, ""painPoints"": {""generalPainPoints"": """", ""roleSpecificPainPoints"": {""6"": {""impact"": 3, ""severity"": 1, ""frequency"": 2}}}, ""workVolume"": {""roleWorkVolume"": {""6"": {""volume"": ""low"", ""complexity"": ""low"", ""repetitiveness"": 1}}}, ""aiAdoptionScoreInputs"": {""affectedUserCount"": 50, ""adoptionRateForecast"": 50, ""timeSavingsPerUserHours"": 30, ""toolSprawlReductionScore"": 5, ""costEfficiencyGainsAmount"": 5000, ""performanceImprovementPercentage"": 30}}",2025-06-10 04:24:02.777+00,Software & Technology,Mature,Startup,"{""Customer Experience""}",
22,Test Assessment 0017,2,1,completed,2025-06-10 04:31:18.688+00,"{""roles"": {""selectedRoles"": [4], ""prioritizedRoles"": [4], ""selectedDepartments"": []}, ""basics"": {""size"": ""Large (501-5000 employees)"", ""goals"": """", ""industry"": ""Software & Technology"", ""reportName"": ""Test Assessment 0017"", ""companyName"": ""Sam's Slice of Heaven"", ""companyStage"": ""Startup"", ""stakeholders"": [""IT Department""], ""industryMaturity"": ""Mature""}, ""scores"": {}, ""adoption"": {""roleAdoption"": {}}, ""techStack"": {""dataQuality"": 5, ""currentSystems"": ""Difficult (Legacy systems, lack of APIs)"", ""dataAvailability"": [""Easy (Well-documented, readily available)""], ""existingAutomation"": ""Difficult (Legacy systems, lack of APIs)""}, ""painPoints"": {""generalPainPoints"": """", ""roleSpecificPainPoints"": {""4"": {""impact"": 3, ""severity"": 1, ""frequency"": 2}}}, ""workVolume"": {""roleWorkVolume"": {""4"": {""volume"": ""low"", ""complexity"": ""medium"", ""repetitiveness"": 1}}}, ""aiAdoptionScoreInputs"": {""affectedUserCount"": 50, ""adoptionRateForecast"": 75, ""timeSavingsPerUserHours"": 10, ""toolSprawlReductionScore"": 5, ""costEfficiencyGainsAmount"": 10000, ""performanceImprovementPercentage"": 20}}",2025-06-10 04:31:18.688+00,Software & Technology,Mature,Startup,"{""Innovation & New Products""}",
23,Pre-Sales AI Transformation,2,1,completed,2025-06-20 05:08:36.087+00,"{""roles"": {""selectedRoles"": [1, 5, 9], ""prioritizedRoles"": [1, 5, 9], ""selectedDepartments"": []}, ""basics"": {""size"": ""Medium (51-500 employees)"", ""goals"": ""Automate pre-sales tasks, reduce SE workload, accelerate sales cycle, and ensure knowledge consistency across the team."", ""industry"": ""Software & Technology"", ""reportName"": ""Pre-Sales AI Transformation"", ""companyName"": ""Enterprise SaaS Inc."", ""companyStage"": ""Scaling"", ""stakeholders"": [""Executive Leadership"", ""IT Department"", ""Sales & Marketing""], ""industryMaturity"": ""Mature""}, ""scores"": {}, ""adoption"": {""roleAdoption"": {}}, ""techStack"": {""dataQuality"": 5, ""currentSystems"": ""Moderate (Some custom work needed)"", ""dataAvailability"": [""Moderate (Requires some effort/cleanup)""], ""existingAutomation"": ""Moderate (Some custom work needed)""}, ""painPoints"": {""generalPainPoints"": ""SE team is overworked, handling ~5-6 deals in parallel each. Lead times for demos are too long (3 weeks). Knowledge silos exist across the team. Small/mid-market deals often go without proper pre-sales support."", ""roleSpecificPainPoints"": {""1"": {""impact"": 4, ""severity"": 4, ""frequency"": 5, ""description"": ""Sales reps spend too much time on manual quote creation and pricing lookups.""}, ""5"": {""impact"": 5, ""severity"": 5, ""frequency"": 5, ""description"": ""Repetitive tasks like demo environment setup and RFP responses, lack of time for complex deals, overtime work causing burnout.""}, ""9"": {""impact"": 4, ""severity"": 4, ""frequency"": 4, ""description"": ""Struggling to maintain and integrate multiple systems across departments.""}}}, ""workVolume"": {""roleWorkVolume"": {""1"": {""notes"": ""Customer data, pricing information, and sales forecasts"", ""volume"": ""high"", ""complexity"": ""medium"", ""repetitiveness"": 4}, ""5"": {""notes"": ""Technical specifications, demo environments, customer requirements"", ""volume"": ""high"", ""complexity"": ""high"", ""repetitiveness"": 5}, ""9"": {""notes"": ""System configurations, integration points, and infrastructure documentation"", ""volume"": ""medium"", ""complexity"": ""high"", ""repetitiveness"": 3}}}, ""aiAdoptionScoreInputs"": {""affectedUserCount"": 38, ""adoptionRateForecast"": 80, ""timeSavingsPerUserHours"": 7, ""toolSprawlReductionScore"": 4, ""costEfficiencyGainsAmount"": 500000, ""performanceImprovementPercentage"": 50}}",2025-06-20 05:08:36.087+00,Software & Technology,Mature,Scaling,"{""Efficiency & Productivity"",""Cost Reduction"",""Revenue Growth"",""Operational Excellence""}",
24,Enterprise SaaS Inc - Pre-Sales AI Transformation,2,1,completed,2025-06-20 06:25:31.832045+00,"{""roles"": {""selectedRoles"": [{""title"": ""Sales (e.g., Regional Sales Manager)"", ""department"": ""Sales"", ""description"": ""Manages regional sales activities and client relationships""}, {""title"": ""Sales Engineer / Solutions Engineer (SE)"", ""department"": ""Sales"", ""description"": ""Provides technical pre-sales support and solution architecture""}, {""title"": ""Systems / IT / Infrastructure"", ""department"": ""IT"", ""description"": ""Manages technical infrastructure and system integrations""}], ""selectedDepartments"": [""Sales"", ""IT""]}, ""basics"": {""size"": ""Medium (51-500 employees)"", ""goals"": ""Automate pre-sales tasks, reduce SE workload, accelerate sales cycle, and ensure knowledge consistency across the team."", ""industry"": ""Software & Technology"", ""reportName"": ""Pre-Sales AI Transformation"", ""companyName"": ""Enterprise SaaS Inc."", ""companyStage"": ""Scaling"", ""stakeholders"": [""Executive Leadership"", ""IT Department"", ""Sales & Marketing""], ""industryMaturity"": ""Mature""}, ""adoption"": {""successMetrics"": ""50% increase in demo capacity, 2-week reduction in sales cycle, elimination of overtime"", ""changeReadiness"": ""medium"", ""expectedChallenges"": ""Initial skepticism about job security, ensuring AI accuracy, integration with existing systems"", ""stakeholderAlignment"": ""high""}, ""painPoints"": {""generalPainPoints"": ""SE team is overworked, handling ~5-6 deals in parallel each. Lead times for demos are too long (3 weeks). Knowledge silos exist across the team."", ""roleSpecificPainPoints"": {""Sales Engineer / Solutions Engineer (SE)"": {""impact"": 5, ""severity"": 5, ""frequency"": 5, ""description"": ""Repetitive tasks like demo environment setup and RFP responses, lack of time for complex deals, overtime work causing burnout.""}}}}",2025-06-20 06:25:31.832045+00,Software & Technology,Mature,Scaling,"{""Efficiency & Productivity"",""Cost Reduction"",""Revenue Growth"",""Operational Excellence""}","{""affectedUserCount"": 38, ""adoptionRateForecast"": 80, ""timeSavingsPerUserHours"": 7, ""toolSprawlReductionScore"": 4, ""costEfficiencyGainsAmount"": 500000, ""performanceImprovementPercentage"": 50}"
25,Pre-Sales AI Transformation,2,1,completed,2025-06-20 06:25:50.184225+00,"{""roles"": {""selectedRoles"": [{""title"": ""Sales (e.g., Regional Sales Manager)"", ""department"": ""Sales"", ""description"": ""Manages regional sales activities and client relationships""}, {""title"": ""Sales Engineer / Solutions Engineer (SE)"", ""department"": ""Sales"", ""description"": ""Provides technical pre-sales support and solution architecture""}, {""title"": ""Systems / IT / Infrastructure"", ""department"": ""IT"", ""description"": ""Manages technical infrastructure and system integrations""}], ""selectedDepartments"": [""Sales"", ""IT""]}, ""basics"": {""size"": ""Medium (51-500 employees)"", ""goals"": ""Automate pre-sales tasks, reduce SE workload, accelerate sales cycle, and ensure knowledge consistency across the team."", ""industry"": ""Software & Technology"", ""reportName"": ""Pre-Sales AI Transformation"", ""companyName"": ""Enterprise SaaS Inc."", ""companyStage"": ""Scaling"", ""stakeholders"": [""Executive Leadership"", ""IT Department"", ""Sales & Marketing""], ""industryMaturity"": ""Mature""}, ""adoption"": {""successMetrics"": ""50% increase in demo capacity, 2-week reduction in sales cycle, elimination of overtime"", ""changeReadiness"": ""medium"", ""expectedChallenges"": ""Initial skepticism about job security, ensuring AI accuracy, integration with existing systems"", ""stakeholderAlignment"": ""high""}, ""painPoints"": {""generalPainPoints"": ""SE team is overworked, handling ~5-6 deals in parallel each. Lead times for demos are too long (3 weeks). Knowledge silos exist across the team."", ""roleSpecificPainPoints"": {""Sales Engineer / Solutions Engineer (SE)"": {""impact"": 5, ""severity"": 5, ""frequency"": 5, ""description"": ""Repetitive tasks like demo environment setup and RFP responses, lack of time for complex deals, overtime work causing burnout.""}}}}",2025-06-23 06:14:18.054+00,Software & Technology,Mature,Scaling,"{""Efficiency & Productivity"",""Cost Reduction"",""Revenue Growth"",""Operational Excellence""}","{""affectedUserCount"": 38, ""adoptionRateForecast"": 80, ""timeSavingsPerUserHours"": 7, ""toolSprawlReductionScore"": 4, ""costEfficiencyGainsAmount"": 500000, ""performanceImprovementPercentage"": 50}"
26,Pre-Sales AI Transformation,7,5,completed,2025-06-27 16:19:49.318+00,"{""roles"": {""selectedRoles"": [1, 5, 9], ""prioritizedRoles"": [1, 5, 9], ""selectedDepartments"": []}, ""basics"": {""size"": ""Medium (51-500 employees)"", ""goals"": ""Automate pre-sales tasks, reduce SE workload, accelerate sales cycle, and ensure knowledge consistency across the team."", ""industry"": ""Software & Technology"", ""reportName"": ""Pre-Sales AI Transformation"", ""companyName"": ""Enterprise SaaS Inc."", ""companyStage"": ""Scaling"", ""stakeholders"": [""IT Department"", ""Sales & Marketing"", ""Executive Leadership""], ""industryMaturity"": ""Mature""}, ""scores"": {}, ""adoption"": {""roleAdoption"": {}}, ""techStack"": {""dataQuality"": 5, ""currentSystems"": ""Moderate (Some custom work needed)"", ""dataAvailability"": [""Moderate (Requires some effort/cleanup)""], ""existingAutomation"": ""Moderate (Some custom work needed)""}, ""painPoints"": {""generalPainPoints"": ""SE team is overworked, handling ~5-6 deals in parallel each. Lead times for demos are too long (3 weeks). Knowledge silos exist across the team. Small/mid-market deals often go without proper pre-sales support."", ""roleSpecificPainPoints"": {""1"": {""impact"": 4, ""severity"": 4, ""frequency"": 5, ""description"": ""Sales reps spend too much time on manual quote creation and pricing lookups.""}, ""5"": {""impact"": 5, ""severity"": 5, ""frequency"": 5, ""description"": ""Repetitive tasks like demo environment setup and RFP responses, lack of time for complex deals, overtime work causing burnout.""}, ""9"": {""impact"": 4, ""severity"": 4, ""frequency"": 4, ""description"": ""Struggling to maintain and integrate multiple systems across departments.""}}}, ""workVolume"": {""roleWorkVolume"": {""1"": {""notes"": ""Customer data, pricing information, and sales forecasts"", ""volume"": ""high"", ""complexity"": ""medium"", ""repetitiveness"": 4}, ""5"": {""notes"": ""Technical specifications, demo environments, customer requirements"", ""volume"": ""high"", ""complexity"": ""high"", ""repetitiveness"": 5}, ""9"": {""notes"": ""System configurations, integration points, and infrastructure documentation"", ""volume"": ""medium"", ""complexity"": ""high"", ""repetitiveness"": 3}}}, ""aiAdoptionScoreInputs"": {""affectedUserCount"": 38, ""adoptionRateForecast"": 80, ""timeSavingsPerUserHours"": 7, ""toolSprawlReductionScore"": 4, ""costEfficiencyGainsAmount"": 50000, ""performanceImprovementPercentage"": 50}}",2025-06-27 16:19:49.318+00,Software & Technology,Mature,Scaling,"{""Efficiency & Productivity"",""Cost Reduction"",""Revenue Growth"",""Operational Excellence""}",
27,Go-to-Market AI Transformation,7,5,completed,2025-06-28 04:47:39.391+00,"{""roles"": {""selectedRoles"": [1, 2], ""prioritizedRoles"": [1, 2], ""selectedDepartments"": []}, ""basics"": {""size"": ""Small (1-50 employees)"", ""goals"": ""Enhance go-to-market capabilities, accelerate partnership development, increase content production efficiency, and scale commercial operations without expanding headcount."", ""industry"": ""Healthcare"", ""reportName"": ""Go-to-Market AI Transformation"", ""companyName"": ""GenomEdge Biotech"", ""companyStage"": ""Early Growth"", ""stakeholders"": [""Executive Leadership"", ""Sales & Marketing""], ""industryMaturity"": ""Mature""}, ""scores"": {}, ""adoption"": {""roleAdoption"": {}}, ""techStack"": {""dataQuality"": 5, ""currentSystems"": ""Easy (APIs available, modern systems)"", ""dataAvailability"": [""Easy (Well-documented, readily available)""], ""existingAutomation"": ""Easy (APIs available, modern systems)""}, ""painPoints"": {""generalPainPoints"": ""Limited commercial resources constraining go-to-market efforts. Need to communicate complex science effectively to diverse stakeholders. Struggling with content volume and consistency. Manual processes eating up valuable time that could be spent on strategic activities."", ""roleSpecificPainPoints"": {""1"": {""impact"": 5, ""severity"": 5, ""frequency"": 5, ""description"": ""Spending 15+ hours weekly on manual research and presentation customization. Difficulty translating complex science for different stakeholders. Inconsistent messaging across partnerships.""}, ""2"": {""impact"": 4, ""severity"": 5, ""frequency"": 5, ""description"": ""Overwhelmed creating diverse content for investors, partners, and scientific audiences. Cannot produce the volume and variety needed across multiple disease areas.""}}}, ""workVolume"": {""roleWorkVolume"": {""1"": {""notes"": ""Partner intelligence, competitive landscape data, presentation materials, communication templates"", ""volume"": ""high"", ""complexity"": ""high"", ""repetitiveness"": 5}, ""2"": {""notes"": ""Marketing materials, social media content, investor presentations, technical documents across multiple disease areas"", ""volume"": ""high"", ""complexity"": ""high"", ""repetitiveness"": 1}}}, ""aiAdoptionScoreInputs"": {""affectedUserCount"": 3, ""adoptionRateForecast"": 90, ""timeSavingsPerUserHours"": 12, ""toolSprawlReductionScore"": 3, ""costEfficiencyGainsAmount"": 450000, ""performanceImprovementPercentage"": 40}}",2025-06-28 04:47:39.391+00,Healthcare,Mature,Early Growth,"{""Efficiency & Productivity"",""Cost Reduction"",""Revenue Growth"",""Operational Excellence""}",
28,Enterprise SaaS Inc - Pre-Sales AI Transformation,7,5,completed,2025-07-17 15:35:27.612+00,"{""roles"": {""selectedRoles"": [9], ""prioritizedRoles"": [9], ""selectedDepartments"": []}, ""basics"": {""size"": ""Medium (51-500 employees)"", ""goals"": ""Automate pre-sales tasks, reduce SE workload, accelerate sales cycle, and ensure knowledge consistency across the team."", ""industry"": ""Software & Technology"", ""reportName"": ""Enterprise SaaS Inc - Pre-Sales AI Transformation"", ""companyName"": ""Enterprise SaaS Inc"", ""companyStage"": ""Scaling"", ""stakeholders"": [""Executive Leadership"", ""Technology"", ""Sales & Marketing""], ""industryMaturity"": ""Mature""}, ""scores"": {}, ""adoption"": {""roleAdoption"": {}, ""successMetrics"": [""50% increase in demo capacity"", ""2-week reduction in sales cycle"", """"], ""keySuccessMetrics"": ""50% increase in demo capacity, 2-week reduction in sales cycle, elimination of overtime, consistent customer feedback"", ""anticipatedTrainingNeeds"": ""Timeline: 1 year\nBudget: $500k\nRisk Tolerance: Medium (Balanced approach, some experimentation)\n\n---Anticipated Training Needs---\nSEs need training on prompt engineering, AEs need basic AI interaction training, IT needs deployment knowledge"", ""expectedAdoptionChallenges"": ""Organizational Readiness: Medium (Some resistance, needs clear communication)\nStakeholder Alignment: High (Clear consensus, shared vision)\n\n---Expected Adoption Challenges---\nInitial skepticism about job security, ensuring AI accuracy, integration with existing systems""}, ""techStack"": {""dataQuality"": 3, ""relevantTools"": ""Integration Challenges: Immature IS process, development in production\n\nSecurity Requirements: NA"", ""currentSystems"": ""Salesforce CRM, Slack, Zoom, AWS (for demo environments), internal product documentation system\n"", ""dataAvailability"": [""Moderate (Requires some effort/cleanup)""], ""existingAutomation"": ""Moderate (Some custom work needed)""}, ""painPoints"": {""generalPainPoints"": ""SE team is overworked, handling ~5-6 deals in parallel each. Lead times for demos are too long (3 weeks). Knowledge silos exist across the team. Small/mid-market deals often go without proper pre-sales support."", ""roleSpecificPainPoints"": {""9"": {""impact"": 4, ""severity"": 4, ""frequency"": 1, ""description"": ""Struggling to maintain and integrate multiple systems across departments.""}}}, ""roiTargets"": {""keyMetrics"": [], ""expectedROI"": ""25-30% improvement in deal closure rates through faster processing and enhanced analytics."", ""timeToValue"": ""12-24 months"", ""primaryGoals"": []}, ""workVolume"": {""roleWorkVolume"": {""9"": {""volume"": ""Medium"", ""complexity"": ""High"", ""repetitiveness"": 2, ""dataDescription"": ""Okta, SSO, Azure, Powershell""}}}, ""aiAdoptionScoreInputs"": {""affectedUserCount"": 28, ""adoptionRateForecast"": 80, ""timeSavingsPerUserHours"": 7, ""toolSprawlReductionScore"": 4, ""costEfficiencyGainsAmount"": 500000, ""performanceImprovementPercentage"": 50}}",2025-07-17 15:35:27.612+00,Software & Technology,Mature,Scaling,"{""Cost Reduction"",""Revenue Growth"",""Efficiency & Productivity""}",
